player_id,match_id,throw,corner
41123,2057954,16,0
101699,2057954,1,0
101707,2057954,1,0
101857,2057954,10,4
122577,2057954,1,0
122615,2057954,1,0
122847,2057954,2,2
122940,2057954,15,0
257800,2057954,1,2
292954,2057954,11,0
20460,2057955,7,0
86340,2057955,1,3
116166,2057955,9,0
119975,2057955,12,0
120156,2057955,11,0
120225,2057955,1,0
213364,2057955,0,2
220112,2057955,1,0
4513,2057956,3,1
41123,2057956,14,0
101647,2057956,3,0
101699,2057956,0,6
101857,2057956,7,0
119975,2057956,15,0
120156,2057956,11,0
120167,2057956,0,4
120225,2057956,1,0
198120,2057956,1,0
388928,2057956,1,0
7972,2057957,1,0
20460,2057957,8,0
21174,2057957,1,1
86340,2057957,0,1
116166,2057957,9,0
116269,2057957,2,0
122577,2057957,1,1
122615,2057957,0,1
122847,2057957,1,2
122940,2057957,11,0
292954,2057957,10,0
333571,2057957,0,1
4513,2057958,1,1
7972,2057958,2,0
20460,2057958,11,0
41123,2057958,6,0
101647,2057958,6,0
101699,2057958,0,1
101825,2057958,1,0
116269,2057958,10,0
213364,2057958,0,3
333571,2057958,0,1
119975,2057959,5,0
120156,2057959,11,0
122615,2057959,0,1
122832,2057959,0,1
122847,2057959,4,5
122940,2057959,4,0
292954,2057959,6,0
388928,2057959,0,2
3269,2057960,8,0
3304,2057960,11,0
3322,2057960,1,0
3443,2057960,0,1
3563,2057960,2,3
8317,2057960,0,1
28907,2057960,11,0
32597,2057960,0,3
70093,2057960,1,1
70389,2057960,4,0
20579,2057961,1,0
25998,2057961,2,1
32968,2057961,5,0
79098,2057961,15,0
79248,2057961,10,0
79381,2057961,0,2
101846,2057961,1,2
221039,2057961,3,2
237836,2057961,3,0
285590,2057961,1,0
396475,2057961,6,0
142,2057962,1,0
25998,2057962,0,1
28907,2057962,7,0
32968,2057962,2,0
70093,2057962,0,2
70389,2057962,6,0
101846,2057962,0,1
101847,2057962,1,0
149074,2057962,14,0
221039,2057962,3,5
243588,2057962,0,1
265673,2057962,0,2
396475,2057962,11,0
3269,2057963,5,0
3306,2057963,2,0
3353,2057963,1,0
3563,2057963,2,5
4498,2057963,2,0
4501,2057963,9,0
8317,2057963,1,1
79098,2057963,6,0
79149,2057963,0,2
79248,2057963,4,0
79320,2057963,1,0
237836,2057963,1,0
333803,2057963,4,0
3322,2057964,1,0
28907,2057964,8,0
32597,2057964,1,5
70389,2057964,14,0
79098,2057964,7,0
79248,2057964,1,0
79381,2057964,1,1
237836,2057964,3,0
3269,2057965,6,0
3563,2057965,1,3
4501,2057965,14,0
8317,2057965,0,3
25888,2057965,0,1
149074,2057965,4,0
221039,2057965,3,0
288091,2057965,0,1
396475,2057965,3,0
54,2057967,0,7
56026,2057967,4,0
56394,2057967,12,0
114709,2057967,7,0
114723,2057967,2,3
115146,2057967,10,0
3682,2057968,1,2
28115,2057968,1,0
114709,2057968,11,0
114813,2057968,0,1
115146,2057968,17,2
279545,2057968,12,0
286390,2057968,0,2
340646,2057968,12,0
353833,2057968,0,1
54,2057970,0,4
26136,2057970,3,0
26196,2057970,7,0
28922,2057970,0,1
56026,2057970,6,0
56394,2057970,12,0
279545,2057970,10,0
286390,2057970,0,1
3280,2057972,1,1
3314,2057972,2,4
3323,2057972,1,0
3359,2057972,0,1
3445,2057972,6,0
54451,2057972,1,0
70086,2057972,1,0
77521,2057972,4,0
77558,2057972,0,2
86722,2057972,3,0
135207,2057972,7,0
146459,2057972,2,4
3476,2057973,1,2
8287,2057973,0,4
8625,2057973,0,5
69409,2057973,6,0
105361,2057973,5,0
209792,2057973,3,0
265366,2057973,4,0
265368,2057973,8,0
424624,2057973,1,0
3323,2057974,1,0
3445,2057974,5,0
8287,2057974,0,2
14812,2057974,1,0
69409,2057974,8,0
86220,2057974,5,0
86722,2057974,2,0
89073,2057974,12,3
105361,2057974,14,0
146459,2057974,1,1
285396,2057974,0,1
8625,2057975,10,0
16443,2057975,2,0
54451,2057975,8,0
57347,2057975,1,0
62221,2057975,2,0
77521,2057975,4,0
77558,2057975,0,5
101606,2057975,2,0
135207,2057975,6,0
209792,2057975,1,0
265366,2057975,1,0
285508,2057975,0,3
332821,2057975,3,0
424624,2057975,0,3
3280,2057976,0,2
3314,2057976,1,0
3355,2057976,1,0
8625,2057976,12,0
16443,2057976,3,0
70086,2057976,1,0
86220,2057976,8,0
86722,2057976,15,0
101606,2057976,3,0
146459,2057976,2,0
209792,2057976,8,0
265366,2057976,1,0
285396,2057976,0,3
285508,2057976,0,1
424624,2057976,0,2
93,2057977,0,4
3476,2057977,0,1
8287,2057977,1,3
14812,2057977,2,0
54451,2057977,2,0
69404,2057977,0,1
69964,2057977,9,0
77521,2057977,7,0
77558,2057977,1,6
135207,2057977,4,0
212604,2057977,13,0
3310,2057978,4,0
3802,2057978,1,1
14922,2057978,4,1
20465,2057978,11,0
20938,2057978,1,0
40810,2057978,0,3
49872,2057978,0,1
49977,2057978,1,0
49997,2057978,1,0
50102,2057978,1,0
70083,2057978,5,0
105333,2057978,0,3
7891,2057979,14,0
8306,2057979,9,0
11155,2057979,1,0
20941,2057979,0,4
55977,2057979,4,0
55988,2057979,0,2
125250,2057979,2,0
125260,2057979,0,3
125273,2057979,1,0
125284,2057979,1,0
125286,2057979,1,0
125512,2057979,12,0
127537,2057979,1,0
3310,2057980,6,0
15808,2057980,1,0
40707,2057980,10,0
40810,2057980,2,7
55977,2057980,2,0
55982,2057980,4,0
55988,2057980,0,1
105333,2057980,0,1
105334,2057980,0,2
125250,2057980,2,0
125284,2057980,3,0
125286,2057980,1,0
125512,2057980,1,0
383,2057981,0,2
7891,2057981,9,0
8306,2057981,14,1
14922,2057981,4,5
20465,2057981,14,0
49872,2057981,0,2
3310,2057982,4,0
3434,2057982,7,0
8306,2057982,6,2
15214,2057982,5,0
20941,2057982,1,3
40707,2057982,8,0
40810,2057982,1,6
70122,2057982,1,0
105333,2057982,1,3
11155,2057983,1,0
14922,2057983,8,3
20465,2057983,10,0
26038,2057983,2,3
49872,2057983,0,3
49876,2057983,2,0
55977,2057983,1,0
55982,2057983,6,0
125260,2057983,0,2
125273,2057983,1,0
125284,2057983,5,0
125575,2057983,5,0
3319,2057984,1,0
14716,2057984,1,0
14723,2057984,0,5
14732,2057984,1,0
14795,2057984,1,0
14862,2057984,0,1
15024,2057984,0,2
15125,2057984,1,0
112366,2057984,1,1
224593,2057984,13,0
255387,2057984,7,0
336178,2057984,12,0
448210,2057984,1,0
8529,2057985,1,6
14908,2057985,1,0
14911,2057985,1,1
49862,2057985,5,0
51144,2057985,4,0
51217,2057985,10,0
61949,2057985,12,0
95299,2057985,6,0
107529,2057985,6,0
299121,2057985,0,4
8529,2057986,0,1
14716,2057986,3,0
14723,2057986,1,5
14731,2057986,1,0
14732,2057986,2,1
14748,2057986,1,0
14808,2057986,1,0
15024,2057986,1,2
18669,2057986,6,0
51132,2057986,1,0
51144,2057986,2,0
51217,2057986,5,2
61949,2057986,8,0
146583,2057986,1,0
224593,2057986,5,0
3384,2057987,2,2
14911,2057987,0,6
95299,2057987,9,0
107413,2057987,1,0
107529,2057987,11,0
112366,2057987,1,3
299121,2057987,0,1
336178,2057987,7,0
448210,2057987,11,0
3319,2057988,0,1
14723,2057988,3,7
14732,2057988,0,1
14911,2057988,0,3
15024,2057988,2,0
18669,2057988,11,0
107413,2057988,5,0
107529,2057988,6,0
134383,2057988,1,0
134387,2057988,1,0
146583,2057988,2,0
173214,2057988,2,0
224593,2057988,6,0
3685,2057989,2,3
3795,2057989,1,0
7941,2057989,1,0
51144,2057989,1,0
51217,2057989,6,3
61949,2057989,4,0
112366,2057989,3,2
112459,2057989,1,1
112522,2057989,0,1
295156,2057989,1,0
336178,2057989,8,0
448210,2057989,8,0
48,2057990,6,0
122,2057990,1,2
261,2057990,1,0
25707,2057990,1,4
37824,2057990,12,0
38021,2057990,1,3
116364,2057990,3,0
116997,2057990,1,0
134769,2057990,1,0
241077,2057990,0,3
361498,2057990,4,0
7939,2057991,15,3
8945,2057991,11,4
25776,2057991,0,2
28094,2057991,1,0
295747,2057991,6,0
36,2057992,1,0
48,2057992,4,0
25707,2057992,0,1
25776,2057992,3,2
26100,2057992,1,0
37824,2057992,2,0
38021,2057992,1,3
70123,2057992,1,0
134769,2057992,7,0
263802,2057992,0,1
293080,2057992,8,0
295747,2057992,1,0
7939,2057993,4,0
8277,2057993,1,0
8292,2057993,3,0
8945,2057993,2,3
116364,2057993,4,0
131602,2057993,1,0
235555,2057993,1,0
361498,2057993,8,0
401861,2057993,0,1
261,2057994,2,0
7860,2057994,3,0
8292,2057994,14,0
25622,2057994,5,2
346101,2057994,5,5
397178,2057994,0,2
25776,2057995,0,3
120717,2057995,7,1
120853,2057995,1,0
125848,2057995,8,0
131862,2057995,11,0
293080,2057995,7,0
331763,2057995,2,0
354043,2057995,0,2
14798,2057996,7,0
25706,2057996,1,0
25747,2057996,1,1
25898,2057996,0,2
28529,2057996,7,0
33032,2057996,1,1
99391,2057996,5,0
99452,2057996,0,1
99661,2057996,2,0
99902,2057996,1,1
375348,2057996,6,0
14836,2057997,1,1
20517,2057997,5,0
70096,2057997,3,2
70136,2057997,12,0
91019,2057997,1,1
91702,2057997,15,0
94650,2057997,1,0
94695,2057997,8,0
94828,2057997,0,4
101592,2057997,0,1
257762,2057997,1,0
14798,2057998,9,0
33032,2057998,0,2
70096,2057998,0,2
70136,2057998,8,0
91019,2057998,1,3
91702,2057998,7,0
99391,2057998,3,1
99833,2057998,1,0
99902,2057998,2,3
240042,2057998,1,1
14836,2057999,0,1
20517,2057999,9,0
25747,2057999,1,0
25898,2057999,0,4
28529,2057999,8,0
94695,2057999,5,0
94814,2057999,1,0
94828,2057999,1,0
101592,2057999,0,1
207164,2057999,0,1
375348,2057999,12,0
448079,2057999,1,0
14730,2058000,0,1
14749,2058000,1,0
20517,2058000,10,0
33032,2058000,0,4
94695,2058000,9,0
94828,2058000,0,4
99381,2058000,15,0
99833,2058000,12,0
225324,2058000,0,3
20751,2058001,4,0
26022,2058001,9,0
28529,2058001,9,0
70096,2058001,0,1
70136,2058001,13,0
91019,2058001,1,2
91702,2058001,7,0
256480,2058001,0,1
375348,2058001,1,0
3305,2058002,1,0
3322,2058002,2,0
8126,2058002,1,0
20460,2058002,11,0
28907,2058002,7,1
32597,2058002,1,3
32599,2058002,0,1
70381,2058002,4,0
70965,2058002,2,3
116269,2058002,5,0
265673,2058002,2,2
333571,2058002,0,2
3280,2058003,0,1
3314,2058003,3,2
3359,2058003,1,1
8325,2058003,1,0
25397,2058003,1,0
25437,2058003,1,0
86220,2058003,3,0
86234,2058003,1,0
86722,2058003,7,0
146459,2058003,1,0
279545,2058003,2,0
285396,2058003,2,0
340646,2058003,4,0
3269,2058004,19,0
3304,2058004,3,0
3341,2058004,2,0
3443,2058004,0,1
3563,2058004,4,3
3840,2058004,2,0
4501,2058004,4,0
41123,2058004,16,0
101647,2058004,9,0
101669,2058004,1,0
101699,2058004,0,3
101857,2058004,1,1
257800,2058004,0,1
288091,2058004,0,2
54,2058005,0,3
8287,2058005,0,5
14812,2058005,4,0
25393,2058005,1,0
55957,2058005,18,0
55968,2058005,0,1
56394,2058005,15,0
69409,2058005,13,0
69964,2058005,4,0
105361,2058005,12,0
3349,2058006,0,1
3384,2058006,1,3
3434,2058006,12,0
3685,2058006,1,3
3802,2058006,0,1
40550,2058006,1,0
40707,2058006,8,0
40810,2058006,0,3
105333,2058006,1,4
112366,2058006,4,0
112459,2058006,1,0
255387,2058006,1,0
336178,2058006,8,0
448210,2058006,5,0
48,2058007,6,0
261,2058007,3,0
8249,2058007,1,0
14836,2058007,0,2
20517,2058007,6,0
25707,2058007,1,1
37824,2058007,7,0
38021,2058007,2,8
70123,2058007,3,0
94695,2058007,3,0
94828,2058007,0,2
101592,2058007,0,2
134769,2058007,4,0
7850,2058008,1,0
8192,2058008,1,1
14922,2058008,10,7
49872,2058008,0,4
49977,2058008,9,0
51064,2058008,1,0
51132,2058008,0,2
51144,2058008,3,0
51217,2058008,6,0
61949,2058008,6,0
3450,2058009,1,0
7939,2058009,10,3
8277,2058009,1,0
8292,2058009,2,0
8945,2058009,10,4
13484,2058009,1,0
20751,2058009,2,2
70136,2058009,6,0
91702,2058009,14,0
256634,2058009,1,0
257762,2058009,1,0
3433,2058010,1,0
3682,2058010,1,3
20460,2058010,11,0
70379,2058010,2,0
116269,2058010,8,0
116349,2058010,1,0
227894,2058010,1,0
279545,2058010,13,0
333571,2058010,0,4
340646,2058010,8,0
353833,2058010,2,0
48,2058011,5,0
261,2058011,5,2
3310,2058011,7,1
3431,2058011,1,0
3802,2058011,1,0
37824,2058011,5,0
38021,2058011,0,2
40707,2058011,4,0
40810,2058011,1,5
105333,2058011,0,2
3476,2058012,1,0
4513,2058012,1,0
8287,2058012,0,8
41123,2058012,11,0
69396,2058012,2,0
69409,2058012,9,0
69964,2058012,11,0
69968,2058012,1,0
101590,2058012,0,3
101647,2058012,8,0
101669,2058012,1,0
101707,2058012,1,0
105361,2058012,7,0
257800,2058012,0,3
7939,2058013,7,1
8277,2058013,1,0
8529,2058013,2,1
8717,2058013,1,0
8945,2058013,14,5
51064,2058013,14,0
51144,2058013,2,0
51217,2058013,10,0
36,2058014,2,0
48,2058014,5,0
122,2058014,2,0
261,2058014,7,5
3682,2058014,1,2
25707,2058014,1,0
38021,2058014,1,0
70123,2058014,2,0
279545,2058014,5,0
340646,2058014,6,0
353833,2058014,0,2
3476,2058015,0,3
7934,2058015,1,0
7939,2058015,14,1
8287,2058015,0,5
8292,2058015,5,0
8653,2058015,1,0
8945,2058015,15,3
9380,2058015,1,0
11066,2058015,1,0
14812,2058015,2,0
25393,2058015,2,0
69409,2058015,12,0
69964,2058015,4,0
105361,2058015,13,0
397178,2058015,1,0
48,2058016,6,0
122,2058016,0,1
261,2058016,1,0
7918,2058016,1,0
8292,2058016,2,0
8464,2058016,2,0
8717,2058016,1,0
8945,2058016,10,4
25707,2058016,0,2
37824,2058016,1,0
38021,2058016,0,1
397178,2058016,0,1
3476,2058017,4,3
3682,2058017,0,2
8287,2058017,1,3
14943,2058017,1,0
69409,2058017,10,0
69968,2058017,2,0
105361,2058017,4,0
279545,2058017,13,0
340646,2058017,8,0
353833,2058017,1,0
