player_id,match_id,name,team,pos,throw,corner
3384,2057987,A. Guardado,Mexico,MID,2,2
14911,2057987,Son Heung-Min,Korea Republic,FWD,0,6
95299,2057987,Min-Woo Kim,Korea Republic,MID,9,0
107413,2057987,Chul Hong,Korea Republic,DEF,1,0
107529,2057987,Yong Lee,Korea Republic,DEF,11,0
112366,2057987,M. Layún,Mexico,DEF,1,3
299121,2057987,Jae-Sung Lee,Korea Republic,MID,0,1
336178,2057987,J. Gallardo,Mexico,MID,7,0
448210,2057987,E. Álvarez,Mexico,DEF,11,0
3319,2057988,M. Özil,Germany,MID,0,1
14723,2057988,T. Kroos,Germany,MID,3,7
14732,2057988,T. Müller,Germany,FWD,0,1
14911,2057988,Son Heung-Min,Korea Republic,FWD,0,3
15024,2057988,M. Reus,Germany,FWD,2,0
18669,2057988,J. Hector,Germany,DEF,11,0
107413,2057988,Chul Hong,Korea Republic,DEF,5,0
107529,2057988,Yong Lee,Korea Republic,DEF,6,0
134383,2057988,N. Süle,Germany,DEF,1,0
134387,2057988,L. Goretzka,Germany,MID,1,0
146583,2057988,J. Brandt,Germany,MID,2,0
173214,2057988,T. Werner,Germany,FWD,2,0
224593,2057988,J. Kimmich,Germany,DEF,6,0
3685,2057989,C. Vela,Mexico,FWD,2,3
3795,2057989,H. Moreno,Mexico,DEF,1,0
7941,2057989,J. Hernández,Mexico,FWD,1,0
51144,2057989,V. Claesson,Sweden,MID,1,0
51217,2057989,L. Augustinsson,Sweden,DEF,6,3
61949,2057989,M. Lustig,Sweden,DEF,4,0
112366,2057989,M. Layún,Mexico,DEF,3,2
112459,2057989,H. Herrera,Mexico,MID,1,1
112522,2057989,J. Corona,Mexico,FWD,0,1
295156,2057989,H. Lozano,Mexico,FWD,1,0
336178,2057989,J. Gallardo,Mexico,MID,8,0
448210,2057989,E. Álvarez,Mexico,DEF,8,0
48,2057990,J. Vertonghen,Belgium,DEF,6,0
122,2057990,D. Mertens,Belgium,FWD,1,2
261,2057990,N. Chadli,Belgium,MID,1,0
25707,2057990,E. Hazard,Belgium,FWD,1,4
37824,2057990,T. Meunier,Belgium,DEF,12,0
38021,2057990,K. De Bruyne,Belgium,MID,1,3
116364,2057990,E. Davis,Panama,DEF,3,0
116997,2057990,G. Torres,Panama,FWD,1,0
134769,2057990,Y. Carrasco,Belgium,FWD,1,0
241077,2057990,Y. Bárcenas,Panama,MID,0,3
361498,2057990,M. Murillo,Panama,DEF,4,0
7939,2057991,A. Young,England,DEF,15,3
8945,2057991,K. Trippier,England,DEF,11,4
25776,2057991,W. Khazri,Tunisia,MID,0,2
28094,2057991,A. Badri,Tunisia,FWD,1,0
295747,2057991,D. Bronn,Tunisia,DEF,6,0
36,2057992,T. Alderweireld,Belgium,DEF,1,0
48,2057992,J. Vertonghen,Belgium,DEF,4,0
25707,2057992,E. Hazard,Belgium,FWD,0,1
25776,2057992,W. Khazri,Tunisia,MID,3,2
26100,2057992,N. Sliti,Tunisia,MID,1,0
37824,2057992,T. Meunier,Belgium,DEF,2,0
38021,2057992,K. De Bruyne,Belgium,MID,1,3
70123,2057992,A. Witsel,Belgium,MID,1,0
134769,2057992,Y. Carrasco,Belgium,FWD,7,0
263802,2057992,Y. Tielemans,Belgium,MID,0,1
293080,2057992,H. Nagguez,Tunisia,DEF,8,0
295747,2057992,D. Bronn,Tunisia,DEF,1,0
7939,2057993,A. Young,England,DEF,4,0
8277,2057993,K. Walker,England,DEF,1,0
8292,2057993,D. Rose,England,DEF,3,0
8945,2057993,K. Trippier,England,DEF,2,3
116364,2057993,E. Davis,Panama,DEF,4,0
131602,2057993,A. Arroyo,Panama,FWD,1,0
235555,2057993,R. Loftus-Cheek,England,MID,1,0
361498,2057993,M. Murillo,Panama,DEF,8,0
401861,2057993,J. Rodriguez,Panama,MID,0,1
261,2057994,N. Chadli,Belgium,MID,2,0
7860,2057994,T. Vermaelen,Belgium,DEF,3,0
8292,2057994,D. Rose,England,DEF,14,0
25622,2057994,T. Hazard,Belgium,FWD,5,2
346101,2057994,T. Alexander-Arnold,England,DEF,5,5
397178,2057994,M. Rashford,England,FWD,0,2
25776,2057995,W. Khazri,Tunisia,MID,0,3
120717,2057995,O. Haddadi,Tunisia,DEF,7,1
120853,2057995,F. Sassi,Tunisia,MID,1,0
125848,2057995,A. Machado,Panama,DEF,8,0
131862,2057995,L. Ovalle,Panama,DEF,11,0
293080,2057995,H. Nagguez,Tunisia,DEF,7,0
331763,2057995,Y. Meriah,Tunisia,DEF,2,0
354043,2057995,G. Chaalali,Tunisia,MID,0,2
14798,2057996,Ł. Piszczek,Poland,DEF,7,0
25706,2057996,I. Gueye,Senegal,MID,1,0
25747,2057996,S. Mané,Senegal,FWD,1,1
25898,2057996,M. Niang,Senegal,FWD,0,2
28529,2057996,Y. Sabaly,Senegal,DEF,7,0
33032,2057996,K. Grosicki,Poland,MID,1,1
99391,2057996,M. Rybus,Poland,DEF,5,0
99452,2057996,A. Milik,Poland,FWD,0,1
99661,2057996,T. Cionek,Poland,DEF,2,0
99902,2057996,P. Zieliński,Poland,MID,1,1
375348,2057996,M. Wagué,Senegal,DEF,6,0
14836,2057997,T. Inui,Japan,MID,1,1
20517,2057997,Y. Nagatomo,Japan,DEF,5,0
70096,2057997,J. Rodríguez,Colombia,MID,3,2
70136,2057997,S. Arias,Colombia,DEF,12,0
91019,2057997,J. Quintero,Colombia,MID,1,1
91702,2057997,J. Mojica,Colombia,DEF,15,0
94650,2057997,G. Haraguchi,Japan,MID,1,0
94695,2057997,H. Sakai,Japan,DEF,8,0
94828,2057997,G. Shibasaki,Japan,MID,0,4
101592,2057997,K. Honda,Japan,MID,0,1
257762,2057997,D. Sánchez,Colombia,DEF,1,0
14798,2057998,Ł. Piszczek,Poland,DEF,9,0
33032,2057998,K. Grosicki,Poland,MID,0,2
70096,2057998,J. Rodríguez,Colombia,MID,0,2
70136,2057998,S. Arias,Colombia,DEF,8,0
91019,2057998,J. Quintero,Colombia,MID,1,3
91702,2057998,J. Mojica,Colombia,DEF,7,0
99391,2057998,M. Rybus,Poland,DEF,3,1
99833,2057998,B. Bereszyński,Poland,DEF,1,0
99902,2057998,P. Zieliński,Poland,MID,2,3
240042,2057998,D. Kownacki,Poland,FWD,1,1
14836,2057999,T. Inui,Japan,MID,0,1
20517,2057999,Y. Nagatomo,Japan,DEF,9,0
25747,2057999,S. Mané,Senegal,FWD,1,0
25898,2057999,M. Niang,Senegal,FWD,0,4
28529,2057999,Y. Sabaly,Senegal,DEF,8,0
94695,2057999,H. Sakai,Japan,DEF,5,0
94814,2057999,G. Shōji,Japan,DEF,1,0
94828,2057999,G. Shibasaki,Japan,MID,1,0
101592,2057999,K. Honda,Japan,MID,0,1
207164,2057999,B. N'Diaye,Senegal,MID,0,1
375348,2057999,M. Wagué,Senegal,DEF,12,0
448079,2057999,I. Sarr,Senegal,MID,1,0
14730,2058000,T. Usami,Japan,FWD,0,1
14749,2058000,G. Sakai,Japan,DEF,1,0
20517,2058000,Y. Nagatomo,Japan,DEF,10,0
33032,2058000,K. Grosicki,Poland,MID,0,4
94695,2058000,H. Sakai,Japan,DEF,9,0
94828,2058000,G. Shibasaki,Japan,MID,0,4
99381,2058000,A. Jędrzejczyk,Poland,DEF,15,0
99833,2058000,B. Bereszyński,Poland,DEF,12,0
225324,2058000,R. Kurzawa,Poland,MID,0,3
20751,2058001,J. Cuadrado,Colombia,MID,4,0
26022,2058001,L. Gassama,Senegal,DEF,9,0
28529,2058001,Y. Sabaly,Senegal,DEF,9,0
70096,2058001,J. Rodríguez,Colombia,MID,0,1
70136,2058001,S. Arias,Colombia,DEF,13,0
91019,2058001,J. Quintero,Colombia,MID,1,2
91702,2058001,J. Mojica,Colombia,DEF,7,0
256480,2058001,B. Keita,Senegal,FWD,0,1
375348,2058001,M. Wagué,Senegal,DEF,1,0
3305,2058002,Pepe,Portugal,DEF,1,0
3322,2058002,Cristiano Ronaldo,Portugal,FWD,2,0
8126,2058002,José Fonte,Portugal,DEF,1,0
20460,2058002,M. Cáceres,Uruguay,DEF,11,0
28907,2058002,Raphaël Guerreiro,Portugal,DEF,7,1
32597,2058002,Ricardo Quaresma,Portugal,FWD,1,3
32599,2058002,Manuel Fernandes,Portugal,MID,0,1
70381,2058002,Ricardo Pereira,Portugal,DEF,4,0
70965,2058002,João Mário,Portugal,MID,2,3
116269,2058002,D. Laxalt,Uruguay,MID,5,0
265673,2058002,Bernardo Silva,Portugal,MID,2,2
333571,2058002,L. Torreira,Uruguay,MID,0,2
3280,2058003,É. Banega,Argentina,MID,0,1
3314,2058003,Á. di María,Argentina,MID,3,2
3359,2058003,L. Messi,Argentina,FWD,1,1
8325,2058003,S. Agüero,Argentina,FWD,1,0
25397,2058003,S. Umtiti,France,DEF,1,0
25437,2058003,B. Matuidi,France,MID,1,0
86220,2058003,G. Mercado,Argentina,DEF,3,0
86234,2058003,E. Pérez,Argentina,MID,1,0
86722,2058003,N. Tagliafico,Argentina,DEF,7,0
146459,2058003,M. Meza,Argentina,MID,1,0
279545,2058003,L. Hernández,France,DEF,2,0
285396,2058003,C. Pavón,Argentina,FWD,2,0
340646,2058003,B. Pavard,France,DEF,4,0
3269,2058004,Jordi Alba,Spain,DEF,19,0
3304,2058004,Nacho,Spain,DEF,3,0
3341,2058004,Piqué,Spain,DEF,2,0
3443,2058004,Koke,Spain,MID,0,1
3563,2058004,Isco,Spain,MID,4,3
3840,2058004,Iago Aspas,Spain,FWD,2,0
4501,2058004,Daniel Carvajal,Spain,DEF,4,0
41123,2058004,Mário Fernandes,Russia,DEF,16,0
101647,2058004,F. Kudryashov,Russia,DEF,9,0
101669,2058004,A. Dzyuba,Russia,FWD,1,0
101699,2058004,A. Samedov,Russia,MID,0,3
101857,2058004,Y. Zhirkov,Russia,MID,1,1
257800,2058004,A. Golovin,Russia,MID,0,1
288091,2058004,Marco Asensio,Spain,MID,0,2
54,2058005,C. Eriksen,Denmark,MID,0,3
8287,2058005,L. Modrić,Croatia,MID,0,5
14812,2058005,I. Perišić,Croatia,MID,4,0
25393,2058005,D. Lovren,Croatia,DEF,1,0
55957,2058005,J. Knudsen,Denmark,DEF,18,0
55968,2058005,M. Braithwaite,Denmark,FWD,0,1
56394,2058005,H. Dalsgaard,Denmark,DEF,15,0
69409,2058005,Š. Vrsaljko,Croatia,DEF,13,0
69964,2058005,J. Pivarić,Croatia,DEF,4,0
105361,2058005,I. Strinić,Croatia,DEF,12,0
3349,2058006,J. dos Santos,Mexico,MID,0,1
3384,2058006,A. Guardado,Mexico,MID,1,3
3434,2058006,Filipe Luis,Brazil,DEF,12,0
3685,2058006,C. Vela,Mexico,FWD,1,3
3802,2058006,Philippe Coutinho,Brazil,FWD,0,1
40550,2058006,Paulinho,Brazil,MID,1,0
40707,2058006,Fágner,Brazil,DEF,8,0
40810,2058006,Neymar,Brazil,FWD,0,3
105333,2058006,Willian,Brazil,MID,1,4
112366,2058006,M. Layún,Mexico,DEF,4,0
112459,2058006,H. Herrera,Mexico,MID,1,0
255387,2058006,C. Salcedo,Mexico,DEF,1,0
336178,2058006,J. Gallardo,Mexico,MID,8,0
448210,2058006,E. Álvarez,Mexico,DEF,5,0
48,2058007,J. Vertonghen,Belgium,DEF,6,0
261,2058007,N. Chadli,Belgium,MID,3,0
8249,2058007,M. Fellaini,Belgium,MID,1,0
14836,2058007,T. Inui,Japan,MID,0,2
20517,2058007,Y. Nagatomo,Japan,DEF,6,0
25707,2058007,E. Hazard,Belgium,FWD,1,1
37824,2058007,T. Meunier,Belgium,DEF,7,0
38021,2058007,K. De Bruyne,Belgium,MID,2,8
70123,2058007,A. Witsel,Belgium,MID,3,0
94695,2058007,H. Sakai,Japan,DEF,3,0
94828,2058007,G. Shibasaki,Japan,MID,0,2
101592,2058007,K. Honda,Japan,MID,0,2
134769,2058007,Y. Carrasco,Belgium,FWD,4,0
7850,2058008,J. Djourou,Switzerland,DEF,1,0
8192,2058008,M. Olsson,Sweden,DEF,1,1
14922,2058008,R. Rodríguez,Switzerland,DEF,10,7
49872,2058008,X. Shaqiri,Switzerland,MID,0,4
49977,2058008,M. Lang,Switzerland,DEF,9,0
51064,2058008,E. Krafth,Sweden,DEF,1,0
51132,2058008,E. Forsberg,Sweden,MID,0,2
51144,2058008,V. Claesson,Sweden,MID,3,0
51217,2058008,L. Augustinsson,Sweden,DEF,6,0
61949,2058008,M. Lustig,Sweden,DEF,6,0
3450,2058009,R. Falcao,Colombia,FWD,1,0
7939,2058009,A. Young,England,DEF,10,3
8277,2058009,K. Walker,England,DEF,1,0
8292,2058009,D. Rose,England,DEF,2,0
8945,2058009,K. Trippier,England,DEF,10,4
13484,2058009,D. Alli,England,MID,1,0
20751,2058009,J. Cuadrado,Colombia,MID,2,2
70136,2058009,S. Arias,Colombia,DEF,6,0
91702,2058009,J. Mojica,Colombia,DEF,14,0
256634,2058009,Y. Mina,Colombia,DEF,1,0
257762,2058009,D. Sánchez,Colombia,DEF,1,0
3433,2058010,D. Godín,Uruguay,DEF,1,0
3682,2058010,A. Griezmann,France,FWD,1,3
20460,2058010,M. Cáceres,Uruguay,DEF,11,0
70379,2058010,J. Urretavizcaya,Uruguay,MID,2,0
116269,2058010,D. Laxalt,Uruguay,MID,8,0
116349,2058010,M. Vecino,Uruguay,MID,1,0
227894,2058010,J. Giménez,Uruguay,DEF,1,0
279545,2058010,L. Hernández,France,DEF,13,0
333571,2058010,L. Torreira,Uruguay,MID,0,4
340646,2058010,B. Pavard,France,DEF,8,0
353833,2058010,K. Mbappé,France,FWD,2,0
48,2058011,J. Vertonghen,Belgium,DEF,5,0
261,2058011,N. Chadli,Belgium,MID,5,2
3310,2058011,Marcelo,Brazil,DEF,7,1
3431,2058011,João Miranda,Brazil,DEF,1,0
3802,2058011,Philippe Coutinho,Brazil,FWD,1,0
37824,2058011,T. Meunier,Belgium,DEF,5,0
38021,2058011,K. De Bruyne,Belgium,MID,0,2
40707,2058011,Fágner,Brazil,DEF,4,0
40810,2058011,Neymar,Brazil,FWD,1,5
105333,2058011,Willian,Brazil,MID,0,2
3476,2058012,I. Rakitić,Croatia,MID,1,0
4513,2058012,D. Cheryshev,Russia,MID,1,0
8287,2058012,L. Modrić,Croatia,MID,0,8
41123,2058012,Mário Fernandes,Russia,DEF,11,0
69396,2058012,D. Vida,Croatia,DEF,2,0
69409,2058012,Š. Vrsaljko,Croatia,DEF,9,0
69964,2058012,J. Pivarić,Croatia,DEF,11,0
69968,2058012,M. Brozović,Croatia,MID,1,0
101590,2058012,A. Dzagoev,Russia,MID,0,3
101647,2058012,F. Kudryashov,Russia,DEF,8,0
101669,2058012,A. Dzyuba,Russia,FWD,1,0
101707,2058012,F. Smolov,Russia,FWD,1,0
105361,2058012,I. Strinić,Croatia,DEF,7,0
257800,2058012,A. Golovin,Russia,MID,0,3
7939,2058013,A. Young,England,DEF,7,1
8277,2058013,K. Walker,England,DEF,1,0
8529,2058013,S. Larsson,Sweden,MID,2,1
8717,2058013,H. Kane,England,FWD,1,0
8945,2058013,K. Trippier,England,DEF,14,5
51064,2058013,E. Krafth,Sweden,DEF,14,0
51144,2058013,V. Claesson,Sweden,MID,2,0
51217,2058013,L. Augustinsson,Sweden,DEF,10,0
36,2058014,T. Alderweireld,Belgium,DEF,2,0
48,2058014,J. Vertonghen,Belgium,DEF,5,0
122,2058014,D. Mertens,Belgium,FWD,2,0
261,2058014,N. Chadli,Belgium,MID,7,5
3682,2058014,A. Griezmann,France,FWD,1,2
25707,2058014,E. Hazard,Belgium,FWD,1,0
38021,2058014,K. De Bruyne,Belgium,MID,1,0
70123,2058014,A. Witsel,Belgium,MID,2,0
279545,2058014,L. Hernández,France,DEF,5,0
340646,2058014,B. Pavard,France,DEF,6,0
353833,2058014,K. Mbappé,France,FWD,0,2
3476,2058015,I. Rakitić,Croatia,MID,0,3
7934,2058015,J. Lingard,England,MID,1,0
7939,2058015,A. Young,England,DEF,14,1
8287,2058015,L. Modrić,Croatia,MID,0,5
8292,2058015,D. Rose,England,DEF,5,0
8653,2058015,H. Maguire,England,DEF,1,0
8945,2058015,K. Trippier,England,DEF,15,3
9380,2058015,J. Stones,England,DEF,1,0
11066,2058015,R. Sterling,England,FWD,1,0
14812,2058015,I. Perišić,Croatia,MID,2,0
25393,2058015,D. Lovren,Croatia,DEF,2,0
69409,2058015,Š. Vrsaljko,Croatia,DEF,12,0
69964,2058015,J. Pivarić,Croatia,DEF,4,0
105361,2058015,I. Strinić,Croatia,DEF,13,0
397178,2058015,M. Rashford,England,FWD,1,0
48,2058016,J. Vertonghen,Belgium,DEF,6,0
122,2058016,D. Mertens,Belgium,FWD,0,1
261,2058016,N. Chadli,Belgium,MID,1,0
7918,2058016,P. Jones,England,DEF,1,0
8292,2058016,D. Rose,England,DEF,2,0
8464,2058016,F. Delph,England,MID,2,0
8717,2058016,H. Kane,England,FWD,1,0
8945,2058016,K. Trippier,England,DEF,10,4
25707,2058016,E. Hazard,Belgium,FWD,0,2
37824,2058016,T. Meunier,Belgium,DEF,1,0
38021,2058016,K. De Bruyne,Belgium,MID,0,1
397178,2058016,M. Rashford,England,FWD,0,1
3476,2058017,I. Rakitić,Croatia,MID,4,3
3682,2058017,A. Griezmann,France,FWD,0,2
8287,2058017,L. Modrić,Croatia,MID,1,3
14943,2058017,M. Mandžukić,Croatia,FWD,1,0
69409,2058017,Š. Vrsaljko,Croatia,DEF,10,0
69968,2058017,M. Brozović,Croatia,MID,2,0
105361,2058017,I. Strinić,Croatia,DEF,4,0
279545,2058017,L. Hernández,France,DEF,13,0
340646,2058017,B. Pavard,France,DEF,8,0
353833,2058017,K. Mbappé,France,FWD,1,0
